Lake_Series,Lake_Name,Date,pH,Contaminants,Bacteria_Level,Temperature,Turbidity,Dissolved_Oxygen,Nitrogen_Levels,Alkalinity_Level,Calcium_Hardness,Magnesium_Hardness,Sodium,Chloride_Levels,Total_Dissolved_Solids,Cadmium,Iron,Lead,Mercury,Zinc,Nitrate,Nitrite,Nickel
Hebbal Valley,Yelahanka Lake,10-12-2021,6.57,46.52,962.11,30.92,1.71,9.74,3.76,193.26,21.54,116.95,71.5,173.9,977.76,0.002,0.27,0.018,0.0001,0.012,2.12,0.02,0.11
Hebbal Valley,Yelahanka Lake,17-12-2023,8.91,125.33,2038.98,10.44,1.12,9.5,6.73,180.49,123.45,126.19,4.21,155.72,990.56,0.0022,0.28,0.019,0.0002,0.03,2.28,0.01,0.11
Hebbal Valley,Yelahanka Lake,24-05-2024,8.43,41.83,2993.72,32.43,4.81,13.39,8.1,164.28,109.69,145.15,93.87,34.41,962.71,0.0037,0.17,0.008,0.0001,0.038,2.12,0.09,0.13
Hebbal Valley,Yelahanka Lake,28-01-2020,6.3,111.21,799.16,16.83,5.97,6.86,8.53,156.08,296.16,50.92,75.59,11.48,909.89,0.0029,0.16,0.005,0.0002,0.043,1.59,0.07,0.14
Hebbal Valley,Yelahanka Lake,19-08-2023,6.83,47.56,2402.52,17.9,2.74,7.11,3.67,95.58,274.45,103.08,80.16,217.85,956.13,0.0037,0.14,0.003,0.0002,0.016,0.58,0.02,0.15
Hebbal Valley,Yelahanka Lake,02-07-2021,6.64,32.91,1563.61,38.18,3.21,11.72,4.76,146.36,99.02,112.18,22.33,109.33,660.36,0.0027,0.09,0.007,0.0001,0.004,2.07,0.04,0.12
Hebbal Valley,Yelahanka Lake,27-06-2022,6.49,36.87,2857.57,32.78,2.62,3.27,1.37,136.01,265.6,25.87,33.86,44.68,948.85,0.0041,0.18,0.001,0.0002,0.039,1.56,0.1,0.13
Hebbal Valley,Yelahanka Lake,15-09-2022,8.13,70.54,2588.95,16.73,2.03,10.12,6.1,128.21,279.9,17.01,75.01,35.8,485.5,0.004,0.12,0.008,0.0001,0.014,2.56,0.01,0.12
Hebbal Valley,Yelahanka Lake,29-09-2020,7.14,108.61,2505.72,22.26,2.57,12.79,7.12,47.46,20.66,127.43,60.93,95.67,369.37,0.0011,0.23,0.012,0.0002,0.024,1.96,0.01,0.15
Hebbal Valley,Yelahanka Lake,14-05-2023,7.59,4.4,1820.44,22.15,4.13,12.71,8.53,195.33,43.76,35.02,94.47,64.88,566.18,0.0043,0.09,0.006,0.0001,0.027,1.48,0.08,0.11
Hebbal Valley,Yelahanka Lake,13-03-2021,6.91,147.15,2323.88,29.05,2.69,7.04,7.78,104.42,52.72,31.04,9.79,208.54,355.91,0.0011,0.08,0.017,0.0001,0.041,2.22,0.01,0.14
Hebbal Valley,Yelahanka Lake,26-08-2022,8.34,116.66,1829.98,34.76,1.02,14.41,1.61,59.97,270.1,111.7,64.42,119,406.84,0.0028,0.03,0.004,0.0001,0.049,2.82,0,0.13
Hebbal Valley,Yelahanka Lake,15-08-2022,7,138.94,604.3,28.66,0.85,3.28,2.33,91.33,161.34,70.42,43.94,74.95,203.69,0.004,0.07,0.018,0.0002,0.025,1.59,0,0.11
Hebbal Valley,Yelahanka Lake,01-07-2021,6.23,26.87,2156.05,22.87,1.59,8.99,3.98,159.4,215.96,44.61,78.44,153.33,480.9,0.0021,0.24,0.009,0.0002,0.045,2.05,0.08,0.15
Hebbal Valley,Yelahanka Lake,04-09-2021,8.68,79.12,395.26,22.03,6.28,10.19,8.25,115.07,183.24,97.97,66.77,94.03,4.44,0.0024,0.03,0.015,0.0001,0.035,1.45,0.07,0.11
Hebbal Valley,Yelahanka Lake,07-09-2020,6.74,24.42,493.48,37.03,6.66,12.74,5.72,111.03,22.95,90.48,59.77,185.44,902.84,0.0003,0.11,0.015,0.0001,0.005,0.94,0.07,0.11
Hebbal Valley,Yelahanka Lake,20-08-2020,7.91,54.87,1963.13,18.31,4.12,12.13,8.78,162.36,288.71,113.21,42.06,129.63,539.08,0.0006,0.18,0.014,0.0002,0.022,1.72,0.04,0.14
Hebbal Valley,Yelahanka Lake,12-05-2020,6.53,36.94,1559.19,24.56,6.07,7.65,5.43,21.74,155.45,128.88,46.1,39.08,259.32,0.0033,0.3,0.006,0.0002,0.048,2.49,0.01,0.12
Hebbal Valley,Yelahanka Lake,21-01-2021,6.28,62.38,935.89,11.94,1.5,10.55,7.61,114.24,260.77,125.42,89.23,189.71,632.23,0.0026,0.05,0.02,0.0001,0.032,0.02,0.01,0.11
Hebbal Valley,Yelahanka Lake,07-11-2021,8.05,115.6,1410.84,19.64,3.25,12.36,5.78,20.69,255.91,78.5,67.09,223.6,287.07,0.0043,0.17,0.016,0.0002,0.018,1.38,0.07,0.14
Hebbal Valley,Yelahanka Lake,08-08-2023,8.41,103.42,2193.56,12.89,1.45,7.31,8.19,26.23,106.07,19.23,92.52,37.67,512.2,0.0018,0.27,0.002,0.0001,0.025,2.85,0.06,0.12
Hebbal Valley,Yelahanka Lake,03-11-2020,6.2,77.55,1786.46,37.21,0.27,9.35,7.43,144.42,129.41,91.48,33.07,191.17,409.32,0.0006,0.13,0.009,0.0001,0.039,2.75,0.09,0.12
Hebbal Valley,Yelahanka Lake,04-10-2020,8,64.46,2292.41,17.63,1.01,13.07,3.64,68.39,97.84,125.64,48.94,3.86,949.06,0.0015,0.04,0.017,0.0001,0.048,0.7,0.1,0.11
Hebbal Valley,Yelahanka Lake,03-08-2023,8.11,85.05,2729.8,39.47,4.01,9.25,5.07,140.04,172.06,103.99,53.96,211.31,456.75,0.0037,0.23,0.006,0.0002,0.017,2.25,0.05,0.13
Hebbal Valley,Yelahanka Lake,02-03-2024,6.49,125.04,1078.34,20.1,6.68,13.05,1.14,126.77,158.69,29.91,64.47,12.22,92.12,0.0018,0.24,0.015,0.0001,0.04,0.41,0.07,0.15
Hebbal Valley,Yelahanka Lake,08-10-2022,8.83,85.46,291.88,29.43,3.09,14.35,6.62,54.61,221.91,74.92,9.15,235.61,482.72,0.0008,0.1,0.011,0.0002,0.036,1.14,0.01,0.1
Hebbal Valley,Yelahanka Lake,28-03-2020,8.1,69.33,271.11,34.45,3.21,9.17,4.32,125.09,240.78,44.02,62.34,38.75,149.5,0.0025,0.23,0.006,0.0001,0.01,2.06,0.02,0.1
Hebbal Valley,Yelahanka Lake,16-07-2022,7.63,24.39,2996.9,39.18,6.2,3.7,5.54,199.68,29.21,146.53,87.38,177.71,120.25,0.0008,0.23,0.001,0.0002,0.027,2.34,0.01,0.11
Hebbal Valley,Yelahanka Lake,19-11-2022,8.38,62.84,2774.34,22.73,2.11,10.98,1.61,140.95,115.82,90.96,78.85,235.47,146.61,0.0023,0.2,0.018,0.0001,0.043,0.11,0.02,0.14
Hebbal Valley,Yelahanka Lake,16-10-2020,8.16,72.46,1084.78,35.49,4.74,10.74,1.63,191.19,172.09,37.38,44.97,91.31,469.25,0.0012,0.19,0.013,0.0002,0.038,2.43,0.02,0.14
Hebbal Valley,Yelahanka Lake,25-12-2022,7.19,110.11,1073.82,30.85,0.64,7.41,2.21,125.94,94.4,129.09,16.2,25.07,558.78,0.0007,0.25,0.017,0.0001,0.05,1.49,0.04,0.14
Hebbal Valley,Yelahanka Lake,14-12-2023,7.17,20.59,2347.17,39.65,4.52,6.34,6.95,27.11,259.52,37.84,23.98,204.03,63.2,0.0027,0.17,0.002,0.0002,0.005,2.27,0.09,0.1
Hebbal Valley,Yelahanka Lake,15-07-2022,7.6,17.93,2953.54,28.07,6.69,11.38,3.95,92.36,110.12,86.07,5.46,238.05,40.53,0.0044,0.21,0.001,0.0002,0.036,1.38,0.08,0.11
Hebbal Valley,Yelahanka Lake,04-10-2021,8.05,111.56,1672.56,29.1,4.34,3.29,1.3,124.91,171.08,31.17,73.47,55,729.11,0.0048,0.07,0.001,0.0001,0.039,1.64,0.03,0.14
Hebbal Valley,Yelahanka Lake,10-12-2023,6.75,133.53,1969.3,24.1,5.74,14.93,1.02,119.29,18.6,5.25,1.68,107.62,544.74,0.0044,0.02,0.002,0.0001,0.011,1.53,0.07,0.15
Hebbal Valley,Yelahanka Lake,18-07-2020,8.22,41.09,2444.44,10.14,2.5,11.82,4.94,183.5,32.9,55.36,44.75,84.32,676.48,0.0005,0.2,0.009,0.0001,0.044,2.72,0,0.1
Hebbal Valley,Yelahanka Lake,13-08-2023,8.18,49.56,1477.71,37.62,0.88,4.84,2.65,79.3,85.77,95.24,87.19,182.95,708.12,0.002,0.05,0.017,0.0002,0.013,0.54,0.07,0.1
Hebbal Valley,Yelahanka Lake,22-02-2023,8.4,137.12,1894.31,22.49,0.49,10.72,0.21,122.34,154.21,86.5,11.22,25.84,381.39,0.0013,0.25,0.003,0.0001,0.035,0.5,0.07,0.11
Hebbal Valley,Yelahanka Lake,10-03-2022,7.01,36.3,2691.17,37.23,3.29,3.78,8,77.31,212.65,108.98,76.27,28.51,959.09,0.0018,0.27,0.008,0.0002,0.037,2.53,0.07,0.12
Hebbal Valley,Yelahanka Lake,01-01-2023,8.3,96.72,1523.99,39.58,4.07,7.67,5.28,138.26,124.64,20.36,11.6,131.29,560.47,0.0046,0.06,0.006,0.0002,0.005,0.68,0.02,0.11
Hebbal Valley,Yelahanka Lake,24-02-2020,8.65,124.01,711.23,29.61,2.05,7.62,2.32,48.63,171.44,73.04,74.72,6.67,120.93,0.0044,0.25,0.016,0.0002,0.032,0.66,0.05,0.13
Hebbal Valley,Yelahanka Lake,15-09-2020,8.05,1.86,761.41,16.9,4.63,7.43,8.75,118.29,286.53,105.2,75.35,49.38,122.78,0.0034,0.02,0.015,0.0001,0.005,0.33,0.09,0.15
Hebbal Valley,Yelahanka Lake,23-05-2022,8.58,137.85,2125.71,31.43,4.7,11.11,1.08,150.4,175.5,55.1,39.37,233.59,666.34,0.001,0.21,0.02,0.0002,0.002,1.46,0.07,0.14
Hebbal Valley,Yelahanka Lake,25-04-2021,7.19,126.17,1608.97,30.4,2.2,8.91,1.35,137.4,27.34,15.35,14.2,153.01,595.35,0.001,0.03,0.001,0.0002,0.015,1.76,0.02,0.14
Hebbal Valley,Yelahanka Lake,01-01-2020,7.36,50.49,98.25,29.26,2.84,6.23,7.78,160.91,218.4,33.45,57.46,31.24,683.35,0.0012,0.26,0.016,0.0002,0.019,0.35,0.01,0.1
Hebbal Valley,Yelahanka Lake,25-01-2020,6.45,92.92,2252.79,32.58,6.28,9.92,9.97,63,244.17,10.18,15.15,87.02,124.19,0.0018,0.28,0.003,0.0001,0.02,0.89,0.1,0.14
Hebbal Valley,Yelahanka Lake,11-12-2023,7.91,80.51,2586.88,15.6,1.15,8.75,7.4,36.92,58.77,39.84,70.48,179.08,573.22,0.0033,0.18,0.005,0.0001,0.014,2.78,0.02,0.13
Hebbal Valley,Yelahanka Lake,29-03-2021,7.69,51.67,1611.57,25.6,4.64,7.88,3.68,31.19,56.11,11.63,82.99,97.22,439.88,0.0012,0.06,0.004,0.0002,0.043,1.54,0.08,0.11
Hebbal Valley,Yelahanka Lake,13-09-2020,6.74,146.24,2879.35,34.52,2.87,9.75,6.36,107.23,134.22,28.91,75.32,108.07,965.66,0.0004,0.18,0.002,0.0002,0.012,0.97,0.04,0.13
Hebbal Valley,Yelahanka Lake,27-05-2023,8.11,38.63,1184.7,27.29,0.86,5.95,1.38,109.62,238.49,52.95,59.38,56.59,18.59,0.0009,0.12,0.003,0.0002,0.009,2.16,0.08,0.12
Hebbal Valley,Yelahanka Lake,20-03-2020,6.83,66.92,885.74,18.22,1.37,3.8,3.85,22.92,228.4,55.97,85.27,47.7,862.45,0.0005,0.25,0.016,0.0002,0.037,0,0.07,0.13
Hebbal Valley,Yelahanka Lake,04-07-2022,6.45,139.93,82.66,38.07,1.97,13.34,2.4,74.18,76.16,17.12,95.33,148.81,398.72,0.0024,0.16,0.016,0.0002,0.002,1.96,0.02,0.15
Hebbal Valley,Yelahanka Lake,08-03-2024,7.38,9.13,2977.1,22.37,3.19,8.44,6.54,132.87,31.37,25.39,1.42,54.5,324.42,0.0048,0.28,0.014,0.0001,0.024,1.25,0.02,0.13
Hebbal Valley,Yelahanka Lake,01-02-2024,6.66,66.49,2967.84,31.3,5.89,7.72,9.14,53.81,95.31,2.24,27,73.46,179.22,0.0034,0.09,0.015,0.0002,0.028,2.89,0.09,0.12
Hebbal Valley,Yelahanka Lake,06-02-2023,8.23,26.91,269.39,11.15,4.79,8.93,0.56,127.68,130.8,102.93,38.01,49.5,76.68,0.0033,0.16,0.008,0.0002,0.033,1.11,0.05,0.15
Hebbal Valley,Yelahanka Lake,27-04-2024,8.28,147.3,2281.66,31.86,5.99,13.2,2.34,136.75,98.93,59.07,21.15,148.18,897.1,0.0013,0.12,0.004,0.0001,0.048,2.86,0.08,0.13
Hebbal Valley,Yelahanka Lake,16-07-2022,7.56,55.87,2426.55,37.9,2.28,8.58,3.09,152.86,73.73,109.03,30.26,47.28,409.33,0.0013,0.2,0.016,0.0002,0.034,1.93,0.07,0.15
Hebbal Valley,Yelahanka Lake,14-06-2021,6.78,126.37,1234.98,12.24,3.15,8.28,4.71,110.53,80.62,127.54,29.32,0.02,74.91,0.0006,0.04,0.016,0.0002,0.01,0.55,0.04,0.14
Hebbal Valley,Yelahanka Lake,08-03-2020,8.98,63.36,856.57,24.92,6.6,12.77,1.4,71.93,163.15,141.68,31.2,147.47,309.25,0.0043,0.05,0.009,0.0002,0.019,2.08,0.01,0.12
Hebbal Valley,Yelahanka Lake,06-10-2022,8.41,131.86,2376.88,15.8,6.83,14.15,4.38,149.97,266.06,85.86,7.04,130.94,829.93,0.0044,0.3,0.015,0.0002,0.018,0.78,0,0.12
Hebbal Valley,Yelahanka Lake,22-04-2024,8.65,13.31,1593.24,24.12,3.02,6.7,1.63,141.56,246.03,4.6,68.99,166.15,761.67,0.0032,0.15,0.007,0.0001,0.029,0.89,0.03,0.13
Hebbal Valley,Yelahanka Lake,26-03-2024,8.8,122.85,434.43,24.53,0.06,3.2,8.77,168.52,131.48,120.02,40.34,180.42,935.13,0.0045,0.24,0.018,0.0002,0.012,2.61,0.1,0.13
Hebbal Valley,Yelahanka Lake,27-05-2020,8.35,70.45,262.29,16.47,4.59,13.91,2.18,26.53,10.95,22.73,66.98,175.95,648.15,0.0018,0.29,0.016,0.0001,0.014,1.1,0.04,0.14
Hebbal Valley,Yelahanka Lake,13-08-2023,7.04,92.55,2308.48,28.02,3.58,4.8,6.84,108.52,199.47,125.46,47.38,241.14,123.17,0.0016,0.04,0.004,0.0002,0.046,2.39,0.05,0.13
Hebbal Valley,Yelahanka Lake,14-03-2021,8.39,27.27,1160.41,27.6,2.15,12.58,9.94,86.32,63.9,95.49,21.17,52.3,883.54,0.0006,0.08,0.014,0.0002,0.007,1.85,0.01,0.11
Hebbal Valley,Yelahanka Lake,27-03-2021,8.03,110.9,1108.04,10.4,3.32,5.28,0.52,154.09,86.05,84.26,58.56,51.02,726.56,0.0028,0.24,0.008,0.0002,0.019,0.45,0.09,0.1
Hebbal Valley,Yelahanka Lake,29-09-2021,6.77,39.53,2521.16,15.19,4.81,13.38,1.87,175.14,126.85,35.73,1.68,220.3,220.48,0.0024,0.26,0.014,0.0002,0.044,0.41,0.07,0.14
Hebbal Valley,Yelahanka Lake,03-01-2023,6.04,145.26,1541.91,38.91,4.72,8.71,9.6,47.87,129.7,87.85,78.18,215.42,148.22,0.0025,0.03,0.019,0.0002,0.045,0.66,0.01,0.1
Hebbal Valley,Yelahanka Lake,13-05-2024,7.71,68.86,2229.99,14.77,4.19,3.85,3.32,142.47,33.35,35.49,32.03,194.69,498.54,0.0019,0.22,0.003,0.0002,0.045,2.46,0.01,0.11
Hebbal Valley,Yelahanka Lake,14-10-2022,7.81,148.56,636.93,27.4,1.9,5.98,6.8,77.22,44.09,96.74,86.92,103.99,101.02,0.0017,0.08,0.014,0.0001,0.016,2.9,0.08,0.1
Hebbal Valley,Yelahanka Lake,02-05-2020,7.3,80.63,2912.69,30.86,6.08,9.71,1.56,122.02,292.03,104.6,47.78,155.19,323.08,0.0021,0.07,0.012,0.0002,0.017,2.42,0.06,0.14
Hebbal Valley,Yelahanka Lake,19-07-2022,6.76,129.46,266.28,15.73,0.61,3.09,3.07,53.78,12.38,36.73,98.27,172.36,700.94,0.0041,0.28,0.006,0.0002,0.008,0.02,0.07,0.13
Hebbal Valley,Yelahanka Lake,10-05-2022,6.99,113.11,998.4,11.94,1.26,3.47,2.04,25.04,120.29,61.88,91.37,130.34,436.11,0.0048,0.01,0.008,0.0002,0.028,1.63,0.05,0.13
Hebbal Valley,Yelahanka Lake,07-07-2021,8.12,16.86,1500.99,29.4,5.31,11.78,4.45,165.82,187.07,131.33,55.49,243.68,638.08,0.0016,0.05,0.011,0.0001,0.047,1.55,0.02,0.13
Hebbal Valley,Yelahanka Lake,15-11-2021,7.39,58.53,820.8,16.97,0.05,11.01,4.92,192.75,206.32,116.06,71.77,66.95,313.6,0.0008,0.21,0.006,0.0002,0.042,2.14,0.03,0.12
Hebbal Valley,Yelahanka Lake,12-09-2021,7.99,35.74,477.51,22.56,3.27,5.74,3.69,151.1,219.76,124.14,95.52,25.38,827.57,0.0049,0.11,0.002,0.0001,0.049,0.02,0.01,0.13
Hebbal Valley,Yelahanka Lake,19-01-2024,6.59,6.69,898.84,28.55,0.23,7.83,7.56,110.2,64.12,84.22,99.11,244.01,96.14,0.0026,0.13,0.007,0.0001,0.043,0.39,0.1,0.12
Hebbal Valley,Yelahanka Lake,29-11-2023,7.32,91.44,2614.86,27.84,4.3,9.45,5.66,73.2,168.82,146.77,45.45,90.76,957.26,0.0003,0.16,0.019,0.0001,0.003,2.2,0.03,0.13
Hebbal Valley,Yelahanka Lake,02-12-2022,7.69,74.23,261.57,20.31,3.02,10.32,6.09,194.46,152.32,21.84,93.9,25.59,864.14,0.0046,0.02,0.005,0.0002,0.045,1.17,0.04,0.15
Hebbal Valley,Yelahanka Lake,23-12-2023,6.06,123.38,1663.65,30.55,1.59,6.97,4.37,28.13,38.21,143.68,73.16,216.34,60.99,0.0047,0.2,0.01,0.0002,0.045,2.76,0,0.15
Hebbal Valley,Yelahanka Lake,05-05-2020,6.07,27.1,2141.12,37.37,2.76,9.66,3.53,55.55,144.28,62.76,54.59,228.5,885.2,0.0034,0.05,0.018,0.0002,0.015,1.62,0.04,0.11
Hebbal Valley,Yelahanka Lake,17-12-2022,8.11,145.32,1070.29,15.08,0.72,14.54,0.66,132.39,7.79,107.49,66.68,212.33,971.43,0.002,0.07,0.014,0.0002,0.038,1.34,0.04,0.11
Hebbal Valley,Yelahanka Lake,30-07-2020,6.81,140.33,2445.67,27.88,5.68,4.71,4.48,111.58,37.29,83.92,13.81,47.68,113.92,0.0045,0.06,0.004,0.0001,0.048,0.53,0.04,0.11
Hebbal Valley,Yelahanka Lake,17-08-2023,6.71,75.55,1250.35,19.68,1.83,4.91,8.13,165.85,151.12,107.66,65.33,222,677.84,0.001,0.25,0.001,0.0001,0.023,1.29,0.03,0.11
Hebbal Valley,Yelahanka Lake,13-03-2021,6.51,147.74,2510.57,22.55,1.16,7.51,8.36,189.97,99.62,85.09,52.71,57.92,350.93,0.0028,0.17,0.009,0.0002,0.026,1.34,0.03,0.13
Hebbal Valley,Allalasandra Lake,04-05-2023,8.33,96.43,2304.24,30.44,2.94,10.8,2.02,177.58,34.14,55.92,33.63,213.92,175.42,0.0041,0.23,0.009,0.0002,0.01,2.76,0,0.11
Hebbal Valley,Allalasandra Lake,03-12-2022,6.09,37.95,680.55,14.56,1.32,9.49,2.5,98.59,240.43,19.42,87.82,54.41,958.83,0.0014,0.18,0.01,0.0002,0.008,2.37,0.08,0.1
Hebbal Valley,Allalasandra Lake,16-02-2021,6.39,139.06,613.57,38.88,0.16,11.41,5.57,51.76,239.34,7.42,99.21,180.92,804.85,0.002,0.16,0.018,0.0001,0.034,0.1,0.04,0.12
Hebbal Valley,Allalasandra Lake,11-08-2021,7.55,115.36,836.53,23.85,0.65,8.26,9,49.95,261.48,95.39,80.19,114.52,414.81,0.003,0.23,0.01,0.0002,0.037,1.67,0.09,0.13
Hebbal Valley,Allalasandra Lake,21-02-2023,7.8,140.97,282.55,12.47,2.76,11.57,0.16,195.62,217.32,106.12,1.43,62.6,479.01,0.0007,0.16,0.002,0.0001,0.049,0.99,0.05,0.12
Hebbal Valley,Allalasandra Lake,18-09-2021,8.65,54.34,1915.23,28.26,4.78,3.01,3.2,163.77,94.28,67.33,83.25,32.77,725.2,0.0022,0.08,0.017,0.0001,0.011,2.93,0.09,0.1
Hebbal Valley,Allalasandra Lake,04-04-2024,8.6,139.97,602.11,11.52,6.06,6.57,6.02,128.48,50.15,43.99,70.13,221.5,960.45,0.0011,0.09,0.002,0.0001,0.036,2.12,0.03,0.12
Hebbal Valley,Allalasandra Lake,11-03-2023,6.84,125.2,2353.92,15.69,5.91,9.42,2.15,161.81,56.27,124.81,15.04,133.86,573.16,0.0024,0.14,0.013,0.0001,0.004,1.8,0.04,0.12
Hebbal Valley,Allalasandra Lake,11-07-2023,8.83,22.08,1730.32,32.59,3.85,7.12,9.78,138.29,68.58,65.89,18.45,9.17,422.35,0.0024,0.25,0.011,0.0002,0.039,2.38,0.02,0.12
Hebbal Valley,Allalasandra Lake,14-10-2023,6.73,13.39,231.33,33.1,3.49,14.03,2.53,196.8,5.15,125.69,43.39,77.46,530.52,0.0027,0.09,0.013,0.0001,0.038,1.82,0.04,0.14
Hebbal Valley,Allalasandra Lake,02-05-2021,6.97,5.56,468.21,19.32,0.31,3.93,2.93,194.16,50.65,129.32,35.27,185.61,419.93,0.0028,0.05,0.016,0.0001,0.036,1.59,0.01,0.11
Hebbal Valley,Allalasandra Lake,09-10-2022,7.36,46.78,1726.55,35.03,4.42,12.32,9.96,155.07,217.7,43.45,21.34,81.84,738.35,0.0018,0.05,0.008,0.0002,0.004,2.18,0.04,0.14
Hebbal Valley,Allalasandra Lake,30-10-2023,7.07,58.14,2497.16,22.15,6.29,11.45,1.79,53.6,68.35,47.85,50.28,158.18,124.03,0.0022,0.28,0.011,0.0002,0.034,2.3,0.03,0.12
Hebbal Valley,Allalasandra Lake,24-03-2020,6.13,65.38,2725.05,32.43,3.84,10.26,0.22,105.78,214.87,45.74,84.7,151.67,843.18,0.0034,0.25,0.019,0.0002,0.026,0.78,0.01,0.13
Hebbal Valley,Allalasandra Lake,21-06-2020,6.87,61.99,2625.59,26.49,1.97,3.91,2.94,104.72,225.23,49.55,13.86,237.91,794.26,0.0037,0.22,0.003,0.0001,0.015,2.02,0.01,0.14
Hebbal Valley,Allalasandra Lake,22-03-2023,7.44,127.15,701.64,17.22,1.75,5.01,4.14,127.7,291.7,52.44,91.53,30.73,415.81,0.0042,0.1,0.013,0.0001,0.03,1.26,0.09,0.14
Hebbal Valley,Allalasandra Lake,04-07-2020,8.98,89.64,453.49,13.97,1.05,7.39,3.62,36.59,234.63,81.45,75.34,217.15,808.28,0.0007,0.28,0.016,0.0002,0.018,2.17,0.03,0.11
Hebbal Valley,Allalasandra Lake,14-07-2020,6.86,62.13,2212.68,15.9,5.68,8.54,2.41,64.13,183.54,25.01,61.17,4.99,379.09,0.0033,0.09,0.019,0.0002,0.033,2.09,0.03,0.13
Hebbal Valley,Allalasandra Lake,13-09-2023,8.21,38.04,1839.38,14.06,6.67,13.14,7.32,57.52,72.46,69.8,3.65,0.58,581.53,0.0038,0.28,0.014,0.0002,0.023,2.99,0.08,0.12
Hebbal Valley,Allalasandra Lake,18-01-2022,7.26,62.56,2493.56,24.27,6.22,11.51,0.94,34.27,199.02,64.25,92.48,158.07,287.85,0.0006,0.22,0.004,0.0002,0.02,0.23,0.04,0.12
Hebbal Valley,Allalasandra Lake,28-05-2022,8.3,13.12,2973.73,19.17,2.42,3.63,8.11,163,37.89,87.41,57.67,65.78,533.74,0.002,0.07,0.008,0.0001,0.047,1.25,0.09,0.1
Hebbal Valley,Allalasandra Lake,15-08-2021,8.9,58.98,100.66,15.86,4.62,7.63,4.14,156.01,132.19,9.92,15.32,136.3,483.67,0.0041,0.13,0.002,0.0001,0.042,1.62,0.03,0.13
Hebbal Valley,Allalasandra Lake,29-05-2020,8.96,60.58,2618.38,10.69,6.68,3.25,7.48,42.1,147.99,98.56,35.18,215.18,833.24,0.0009,0.24,0.014,0.0001,0.012,2.89,0.04,0.13
Hebbal Valley,Allalasandra Lake,06-03-2022,6.38,144.29,2571.79,20.19,5.46,5.95,4.32,159.68,47.39,65.01,9.9,38.27,824.22,0.0038,0.07,0.017,0.0001,0.008,1.21,0.05,0.12
Hebbal Valley,Allalasandra Lake,22-04-2023,7.96,94.15,1470.16,39.87,5.35,5.74,7.52,141.32,71.25,140.33,74.51,171.18,619.24,0.0007,0.25,0.004,0.0001,0.037,0.56,0.06,0.12
Hebbal Valley,Allalasandra Lake,30-12-2022,6.24,61.87,1102.25,29.91,0.62,5.41,6.22,22.55,91.32,24.47,43.3,19.72,997.72,0.0034,0.27,0.019,0.0002,0.045,1.32,0.06,0.13
Hebbal Valley,Allalasandra Lake,28-05-2023,7.19,23.37,2742.12,36.95,3.18,4.99,4.28,92.61,194.48,83.49,36.74,114.7,622.22,0.0043,0.23,0.011,0.0002,0.037,1.28,0.01,0.12
Hebbal Valley,Allalasandra Lake,10-05-2021,8.67,17.96,655.93,24.28,6.3,12.31,7.86,137.12,101.01,123.42,70.66,28.13,359.48,0.0042,0.09,0.007,0.0001,0.043,1.04,0.05,0.11
Hebbal Valley,Allalasandra Lake,22-05-2020,8.12,38.25,704.99,17.4,3.83,10.68,5.79,149.16,259.42,64.36,54.09,175.55,884.74,0.0022,0.04,0.019,0.0002,0.011,2.36,0.08,0.13
Hebbal Valley,Allalasandra Lake,13-09-2023,6.27,4.28,1911.61,21.96,0.88,10.38,6.65,121.48,138.47,51.53,76.57,143.07,617.28,0.0039,0.09,0.006,0.0001,0.008,2.46,0.05,0.11
Hebbal Valley,Allalasandra Lake,07-11-2022,8.89,127.95,1861.86,18.26,2.26,12.47,4.79,20.66,226.53,7.16,3.33,175.1,857.14,0.0003,0.06,0.013,0.0001,0.016,0.59,0.03,0.15
Hebbal Valley,Allalasandra Lake,19-09-2023,6.23,71.16,854.7,16.28,0.45,12.33,4.37,182.35,191.71,108.55,40.67,82.78,576.38,0.0005,0.27,0.017,0.0002,0.046,0.75,0.08,0.11
Hebbal Valley,Allalasandra Lake,04-09-2022,7.41,81.91,2316.83,21.84,3.37,7.09,2.66,59.98,21.9,122.02,57.82,134.73,672.74,0.0049,0.25,0.017,0.0001,0.047,0.88,0.01,0.14
Hebbal Valley,Allalasandra Lake,30-01-2021,7.76,58.08,2759.57,32.97,6.49,12.32,7.48,22.32,204.27,69.69,51.02,2.64,550.81,0.0038,0.22,0.006,0.0001,0.028,2.25,0.09,0.13
Hebbal Valley,Allalasandra Lake,20-05-2020,7.93,65.29,175.03,32.25,1.52,12.64,0.22,47.35,270.47,79.88,1.56,19.37,690.55,0.0006,0.15,0.013,0.0001,0.018,2.72,0.05,0.14
Hebbal Valley,Allalasandra Lake,22-01-2020,7.58,48.26,1685.68,13.38,3.99,10.75,5.57,176.96,17.29,125.32,78.4,143.32,298.65,0.0004,0.18,0.013,0.0002,0.035,1.97,0.01,0.15
Hebbal Valley,Allalasandra Lake,08-06-2020,6.7,22.08,539.06,16.39,3.53,5.84,1.24,76.55,148.74,117.93,52.94,66.5,187.84,0.0017,0.12,0.009,0.0002,0.017,0.93,0.09,0.14
Hebbal Valley,Allalasandra Lake,17-11-2020,8.23,107.71,1582.08,34.66,0.81,5.52,0.72,56.67,221.82,59.95,90.02,79.5,902.15,0.0028,0.3,0.018,0.0001,0.024,0.15,0.04,0.12
